Class,Approximate Entropy: m=3 r=0.7,Conduction Delay: set_thresh=False,Energy Ratio by Chunks: num_segments=10 segment_focus=2,Index Mass Quantile: q=0.6,Location of Maximum Energy: M=14,Maximum Absolute Value,Normalised Standard Deviation,Number of Peaks: set_thresh=False,Number of Peaks: set_thresh=True,Peaks Between Min and Max,Percentage Fractionation: thresh=0.01,Power Spectral Entropy,Power Spectral Entropy Around Maximum Energy,Ratio Beyond 5xSTD,Sample Entropy Around Max Energy: width=60 r=0.025,Spectral Centroid,Spectral Centroid Around Maximum Energy,Standard Deviation
1,0.211487444,24,0.10763852,0.366666667,63,-25609,0.119368491,6,0,4,16.66666667,-0.995629419,0.378327965,-0.013333333,0.278684923,-5.01130716,0.481574651,0.115754482
1,0.151245291,28,0.266854525,0.393333333,67,-25075,0.0800373,4,0,3,8.666666667,-1.075045305,0.155092632,-0.013333333,0.574728473,-5.858220552,-0.979190699,0.07976064
0,0.021645338,5,0.03821146,0.146666667,5,-23657,0.080384081,-1,0,0,-5.333333333,-1.4558761,0.489351319,-0.02,0.23064392,-6.891675739,1.708990762,0.080366584
0,0.035744486,6,0.098670717,0.153333333,6,-24210,0.068543864,2,0,0,6,-0.901439429,0.540120183,-0.02,0.463800348,-6.895516399,1.916755074,0.068996927
0,0.031352876,7,0.246338613,0.16,7,-24808,0.068722348,2,0,0,5.333333333,-0.944592165,0.649526307,-0.02,0.510553607,-5.62048283,1.851307923,0.068728699
0,0.074215211,9,0.294085367,0.18,9,-26064,0.083986785,2,0,0,-0.666666667,-1.040911517,0.338362227,-0.02,0.666082647,-6.541975027,1.453912407,0.080690117
0,0.052580163,12,0.413661868,0.213333333,14,-25838,0.164241186,2,0,0,0.666666667,-1.212239385,-1.243813502,-0.02,1.161640799,-9.140233506,-0.381569183,0.167982115
0,0.086954078,15,0.273772197,0.253333333,18,-28228,0.206205367,4,0,0,0.666666667,-1.236341634,-0.181963994,-0.02,0.868023991,-7.923103723,0.64866052,0.202801592
0,0.086101213,23,0.429946805,0.28,21,-28083,0.128676272,3,0,0,8.666666667,-1.193762111,0.101366857,-0.02,1.359229828,-6.67618782,0.80055813,0.130470702
0,0.095349969,27,0.358437444,0.326666667,28,-28449,0.158759833,3,0,0,0,-1.258888375,-0.119978715,-0.02,1.203295026,-8.553359228,0.330529116,0.15688539
0,0.077391947,37,0.031790325,0.38,42,-28960,0.208084571,2,0,0,-5.333333333,,-1.182155003,-0.02,1.332912519,-8.824151221,-0.512820169,0.204004518
0,-0.052229462,9,0.145250332,0.093333333,13,-15350,0.071719603,-2,0,0,-5.333333333,-1.231303791,-0.359982171,-0.006666667,-0.002801122,-10.80884294,-1.450425978,0.0728662
0,-0.055802168,12,0.470756786,0.153333333,16,-15855,0.076576438,-1,0,1,-2.666666667,-0.962845388,-1.371976611,-0.013333333,-0.021526482,-6.794057331,-3.156243475,0.076405159
0,-0.037652601,8,0.049224724,0.12,10,-17074,0.086227649,-1,0,0,-4.666666667,-1.396201524,-1.125323397,-0.013333333,0.196736183,-11.19219478,-1.923022002,0.084904585
0,-0.040596825,9,0.056804982,0.173333333,11,-17612,0.035358714,0,0,0,-2,-0.529863344,-0.302513827,0,-0.064389167,-8.192576838,-0.868383751,0.035578528
0,-0.026845604,8,0.085443344,0.126666667,12,-15048,0.024133867,-1,0,1,-2.666666667,-0.455345256,-2.745236257,0,0.0015585,-6.076997768,-3.965758306,0.024159787
0,-0.045712281,10,0.422638704,0.12,14,-17430,0.100045188,-1,0,0,-0.666666667,-1.065837121,-1.158963245,-0.013333333,0.368262559,-9.852868769,-2.473816812,0.100770848
0,-0.024652722,17,0.837003099,0.173333333,21,-18228,0.112404622,0,0,0,-5.333333333,-1.465332635,-0.899032849,-0.013333333,0.491842712,-11.70611914,-2.319918135,0.113952688
0,-0.019836489,27,0.511883249,0.24,31,-18024,0.08323091,0,0,0,0.666666667,-1.265940862,-1.194934793,-0.013333333,0.334645948,-10.92338658,-2.745190555,0.083279232
0,0.044010454,12,-0.000274243,0.04,6,0,-0.006537465,1,0,0,2,0.123975594,-0.381983555,0,0.076723342,-1.874499014,-0.232367784,-0.006585905
0,0.043995722,9,-0.000390125,0.033333333,8,0,-0.028519553,1,0,0,2.666666667,0.04500024,0.10401004,0.013333333,0.011319405,-3.73912384,0.894549907,-0.028570952
0,0.059581343,11,0.000818727,0.04,10,0,-0.032183741,0,0,0,3.333333333,-0.226077824,-0.568835677,0.013333333,0.080818708,-5.189319483,-0.941894568,-0.032425696
0,0.058106011,11,0.000336988,0.04,10,0,-0.028563385,-1,0,0,0,-0.476472966,-0.549509371,0.02,0.045618728,-6.028937691,-0.752598326,-0.028768219
1,0.047691087,8,0.005333919,0.033333333,7,-2536,-0.041689686,1,0,0,2,0.148449692,-0.599950783,0.013333333,0.123382047,-5.453979398,-1.159319113,-0.041744948
1,0.04302752,13,0.015382906,0.053333333,8,0,-0.03737572,1,0,0,3.333333333,-0.055873144,-0.129870463,0.013333333,0.133209807,-3.58937457,0.093541265,-0.037432257
0,0.073319092,17,0.004459692,0.08,12,0,0.00178212,0,0,0,2,-0.357447258,-0.561458185,0,0.224956788,-6.496373542,-0.112671473,0.001727614
0,0.06412655,14,0.01744159,0.073333333,12,-4714,-0.01158099,0,0,0,6,-0.78282791,-0.408307195,0.006666667,0.28252664,-7.658310985,-0.604563596,-0.011656221
0,0.009354787,8,0.22414468,0.08,9,-26710,0.019593583,0,0,0,-7.333333333,-0.923011059,0.469305079,-0.02,0.018677344,-7.290102887,0.993489888,0.022740082
0,0.009402631,8,0.226007122,0.086666667,9,-26579,0.016877287,0,0,0,-7.333333333,-0.907636603,0.438477597,-0.02,0.032200416,-7.397091476,0.963617518,0.020256178
0,0.02156684,8,0.222081147,0.093333333,9,-27025,0.024723201,0,0,0,-7.333333333,-0.982760892,0.443764781,-0.02,0.045384012,-7.447842362,0.991294346,0.026335552
0,0.013378746,8,0.233057155,0.093333333,9,-27507,0.024444877,0,0,0,-1.333333333,-0.818518969,0.28982504,-0.02,0.101411843,-7.184015157,0.802553708,0.029370383
0,0.002971606,6,0.140401627,0.073333333,7,-25624,0.010892829,-1,0,0,-7.333333333,-0.783704152,0.50553811,-0.02,0.219060624,-7.665031399,1.074824763,0.011405633
0,0.003658896,7,0.158698719,0.08,8,-25104,0.0065857,-1,0,0,-1.333333333,-0.735002726,0.427809141,-0.02,0.115021704,-7.653406409,0.93854375,0.005734839
0,-0.000518295,7,0.151924492,0.073333333,8,-24428,0.001332013,-1,0,0,-7.333333333,-0.730943179,0.532843955,-0.02,0.027599685,-7.241597912,1.13559396,0.001039378
0,0.004016608,7,0.146040737,0.066666667,8,-25748,0.007891999,0,0,0,-2.666666667,-0.775357583,0.266115179,-0.02,0.086057886,-6.667318962,0.771309628,0.009334505
0,0.008081045,7,0.158947806,0.073333333,8,-25343,0.00015941,0,0,0,-1.333333333,-0.757593352,0.542914455,-0.013333333,0.055502142,-6.898830466,1.131048939,-0.001264062
0,0.006951558,8,0.192545751,0.08,9,-24393,-0.002374541,0,0,0,-2,-0.676896983,0.260860702,-0.006666667,0.114678156,-6.715756419,0.791641052,-0.000233621
0,0.013333543,8,0.206581929,0.08,9,-26524,0.009430523,1,0,0,-2,-0.87921953,0.113832419,-0.02,0.152076422,-6.823300129,0.516586798,0.011417474
0,0.000938665,6,0.107776276,0.053333333,7,-19260,-0.014191802,0,0,0,7.333333333,-0.729721199,0.232265324,0,0.087889505,-5.939393534,0.292917302,-0.014630876
0,-0.001251936,8,0.25431735,0.066666667,9,-19005,-0.009896322,0,0,0,8,-0.759908265,0.214766113,0,0.034797418,-6.375753245,0.229135042,-0.01015628
0,-0.005007656,8,0.181738728,0.06,8,-19516,-0.004171868,0,0,0,7.333333333,-0.691273819,0.453316057,0,0.12641384,-6.246176478,0.632170559,-0.004008825
0,-0.00490954,8,0.203652611,0.066666667,9,-18859,-0.010829161,0,0,0,7.333333333,-0.672177298,0.151177346,0,0.080483508,-5.660978912,0.192107133,-0.010730918
0,0.010267465,8,0.226410046,0.066666667,9,-18875,-0.007420679,0,0,0,1.333333333,-0.671430315,0.308008091,0,0.132194584,-5.707423069,0.485154809,-0.007970027
0,0.007796249,8,0.214087297,0.066666667,9,-18263,-0.007473917,0,0,0,1.333333333,-0.620746451,0.378207005,0,0.127110219,-5.509120767,0.582042268,-0.007558415
0,0.009869736,8,0.216161809,0.066666667,9,-18238,-0.009465886,0,0,0,7.333333333,-0.644109726,0.322182023,0,0.155056149,-5.465837575,0.494377062,-0.009085897
0,0.003458499,8,0.196626151,0.066666667,9,-16640,-0.022752042,0,0,0,0.666666667,-0.590639656,0.327239634,0.006666667,0.147756113,-5.686110457,0.49631243,-0.022378482
0,0.005577782,8,0.145120685,0.06,8,-17587,-0.010943772,0,0,0,7.333333333,-0.662353116,0.553639174,0,0.13442995,-6.025158045,0.774746498,-0.010697118
0,0.003957279,6,0.082612195,0.046666667,7,-17916,-0.017105547,0,0,0,6.666666667,-0.604737165,0.46171851,0,0.036905761,-5.326021782,0.69148861,-0.017049895
0,0.010707006,6,0.074575983,0.046666667,7,-17493,-0.014127064,0,0,0,7.333333333,-0.642277394,0.518914193,0,-0.036736679,-5.849342875,0.752071116,-0.014377159
0,0.007985642,6,0.085400638,0.046666667,7,-18869,-0.01210899,0,0,0,6.666666667,-0.679323323,0.530944618,0,0.153677246,-5.614855309,0.752365624,-0.012331609
0,0.006391929,7,0.180149143,0.06,8,-19310,-0.006340252,0,0,0,7.333333333,-0.764459012,0.406799216,0,0.092091192,-6.171998658,0.471053866,-0.008017365
0,0.043081863,16,0.159591709,0.133333333,17,-25104,-0.039232515,0,0,0,2,-0.678451173,-0.599167506,0,0.159975211,-7.974769106,-0.717763356,-0.040149209
0,0.053059342,15,0.156517669,0.133333333,16,-26879,-0.027635751,1,0,0,2,-0.91628723,-0.492196569,0,0.135807398,-8.235998978,-0.387159284,-0.026225869
0,0.038904673,16,0.152817483,0.126666667,17,-24428,-0.044486202,0,0,0,-4,-0.674391626,-0.494132692,0,0.072553193,-7.562960608,-0.520713146,-0.044844671
0,0.043439575,16,0.146933728,0.12,17,-25748,-0.037926215,1,0,0,0.666666667,-0.718806031,-0.760861468,0,0.131011393,-6.988681658,-0.884997477,-0.036549544
0,0.046374525,17,0.193438741,0.133333333,18,-24393,-0.048192756,1,0,0,1.333333333,-0.620345431,-0.766115945,0.013333333,0.159631664,-7.037119115,-0.864666054,-0.04611767
0,0.05275651,17,0.20747492,0.133333333,18,-26524,-0.036387692,2,0,0,1.333333333,-0.822667978,-0.913144228,0,0.19702993,-7.144662825,-1.139720308,-0.034466575
0,-0.044335567,7,-0.024409136,-0.006666667,9,-3054,-0.032021457,-3,0,-1,-4.666666667,-0.060780526,-0.083990827,0,-0.350199317,-3.077685745,-0.676960833,-0.032023479
0,-0.043805072,7,-0.027295923,-0.013333333,8,0,-0.029132458,-3,0,-1,-4.666666667,-0.040517202,0.150061524,0.006666667,-0.355035031,-3.35295378,-0.245560183,-0.029144059
0,-0.043906672,7,-0.024687653,-0.006666667,9,0,-0.032082025,-3,0,-1,-4.666666667,-0.038615549,-0.027339369,0,-0.305301096,-3.022914981,-0.451843325,-0.032087074
0,-0.043901496,6,-0.028019178,-0.02,8,0,-0.032095531,-3,0,-1,-4.666666667,-0.025338393,0.056501051,0,-0.368299901,-3.382678694,-0.465376983,-0.032104823
0,-0.044214667,6,-0.026999643,-0.02,7,-485,-0.024038998,-3,0,-1,-4.666666667,-0.077389948,0.021569608,0,-0.295686992,-3.48112365,-0.161556843,-0.024047526
0,-0.043802285,7,-0.026186677,-0.013333333,8,0,-0.021337238,-3,0,-1,-4.666666667,-0.127228412,0.169663245,0,-0.340521634,-3.914939927,0.035444323,-0.021347311
0,-0.044222361,7,-0.025762084,-0.013333333,8,0,-0.019799484,-3,0,-1,-4.666666667,-0.16492296,0.259633644,0.006666667,-0.30171606,-4.111896194,0.177513754,-0.019809552
0,-0.043824543,6,-0.025558186,-0.013333333,8,0,-0.0145724,-3,0,-1,-4.666666667,-0.182883545,0.137493644,0,-0.293080752,-4.027223768,-0.198241105,-0.014582706
0,-0.043523119,6,-0.027062527,-0.013333333,7,0,-0.009908825,-3,0,-1,-4.666666667,-0.253032278,0.379189823,0.006666667,-0.366254581,-4.419455602,0.362648149,-0.010036706
0,-0.043599451,7,-0.023698529,-0.006666667,8,0,0.003737754,-3,0,-1,-4.666666667,-0.315873621,0.733659412,0,-0.346658035,-4.882048257,0.83520046,0.003768068
0,-0.04397483,7,-0.022198204,0,8,-2050,0.005834252,-3,0,-1,-4,-0.483958393,0.593272136,0,-0.263294491,-6.610420785,0.587901972,0.005824808
0,-0.043796239,8,-0.00367985,0.013333333,9,-5862,0.014385357,-3,0,-1,-2.666666667,-0.684145961,0.823168038,-0.006666667,-0.286879702,-7.714296326,0.830614526,0.014394413
0,-0.03014791,11,0.180974683,0.04,13,-13407,0.044814987,-2,0,-1,1.333333333,-0.734334372,0.571050574,-0.013333333,-0.226562302,-8.744137715,0.691842502,0.044802911
1,-0.006448657,16,0.275427472,0.073333333,18,-12464,0.045266399,-1,0,-1,0,-0.645230476,0.164220036,-0.013333333,-0.172731911,-8.750387471,0.382113906,0.043983281
1,-0.001766191,15,0.573157126,0.073333333,16,-11742,0.059269391,-1,0,-1,1.333333333,-1.021421274,-0.711548829,-0.013333333,0.117847973,-9.465748569,-0.806110622,0.059730277
1,0.025228006,17,0.546363672,0.093333333,20,-17317,0.081834788,-1,0,-1,-4,-1.356988874,-0.298852285,-0.013333333,0.044960974,-9.83984942,-0.147729896,0.083627197
0,0.032829409,5,0.070876181,0.053333333,4,-7456,0.040488853,0,0,0,-11.33333333,-0.750969121,-0.909964285,0,0.390026205,0.894721375,0.052008209,0.041234698
0,0.069828786,4,0.116219555,0.08,4,-8384,0.093684551,1,0,0,-11.33333333,-0.964029144,-1.323912648,0,0.545536504,-0.605677751,-0.055338433,0.093310738
0,0.024288678,6,0.075319285,0.073333333,5,-7248,0.044792518,0,0,0,-11.33333333,-0.787572399,-0.828110995,0,0.426393849,-3.354087435,-0.253827758,0.04223422
0,0.005670163,6,0.046420042,0.066666667,5,-6864,0.023494403,1,0,0,-11.33333333,-0.675543257,-0.675267091,0,0.235875525,-4.556291453,-0.376294012,0.026376893
0,0.001190303,6,0.0740773,0.033333333,6,-7296,0.040596249,0,0,0,-11.33333333,-0.793591994,-0.683214035,0,0.235875525,-4.717633016,-0.527682852,0.03758026
0,0.017726729,8,0.047364557,0.02,5,-5744,-0.000117445,1,0,1,-11.33333333,-0.482036263,-0.759182002,0,0.05636691,-3.424246774,-0.935340411,0.003793307
0,0.077093874,5,0.024175171,0.013333333,4,-7648,0.041674361,2,0,0,-7.333333333,-0.772194484,-0.738206234,0,0.264046402,-4.436723939,-0.633912158,0.0403064
0,-0.00997866,10,0.202943741,0.046666667,10,-1328,-0.007010646,0,0,0,-5.333333333,-0.300483491,-0.109900735,0,-0.027861423,-2.838669732,0.18310361,-0.003718561
0,0.034515432,7,0.068719164,0.013333333,5,-4720,0.007866148,0,0,0,-11.33333333,-0.492020171,-0.83244054,0,0.220746644,-4.202701226,-0.705148797,0.005398994
0,-0.015426424,3,0.011224152,0.026666667,3,-15796,-0.099716296,0,0,0,1.333333333,-0.092350893,-0.224300705,0.013333333,0.020831176,-2.813324153,-0.507642168,-0.099538002
0,-0.021354045,3,0.031114283,0.013333333,2,-18213,-0.08130774,-1,0,0,2,-0.439964644,0.96166178,0.013333333,-0.072785998,-5.974696528,1.637892045,-0.081686709
0,0.032127796,1,0.105857246,0.026666667,1,-22937,-0.059201745,-1,0,0,-7.333333333,-0.812112275,0.582149504,0,0.174827476,-6.377985055,1.640744005,-0.058065392
0,0.016188078,1,0.056916362,0.006666667,1,-22965,-0.069064094,-1,0,0,-7.333333333,-0.676760859,0.833616186,0,0.166898993,-5.867738085,1.747687981,-0.068934416
0,0.028700575,1,0.056237645,0.013333333,1,-22932,-0.047748477,-1,0,0,-7.333333333,-0.818177802,0.448589466,0,0.262696574,-6.625176403,1.712823307,-0.047181385
0,-0.012377264,2,0.027677328,0.02,2,-16795,-0.060195462,-1,0,0,4.666666667,-0.765934889,0.699185765,0,0.166920899,-6.952953976,1.48148976,-0.061235711
0,-0.00796658,12,0.146024826,0.22,12,-7712,-0.003063746,1,0,0,-0.666666667,-0.090340794,-1.060136917,0,0.044449889,-1.690706502,-0.748419846,-0.003070462
0,-0.003080496,9,0.011101696,0.113333333,2,2736,-0.03374577,-1,0,0,-5.333333333,0.241064733,0.234657852,0,-0.012161216,0.561396541,0.129870758,-0.033688554
0,0.014038286,10,0.017792109,0.106666667,7,2432,-0.025481478,0,0,0,-2.666666667,0.157718888,0.921778494,0,-0.020118197,-0.396478556,2.496369183,-0.025522158
0,0.018416184,11,0.036622532,0.093333333,11,1264,-0.031598604,-2,0,1,-2.666666667,0.190516743,-0.738742749,0,-0.126304817,-1.331711498,0.392174283,-0.031624136
0,-0.022553806,11,-0.010516851,0.04,8,5936,-0.025301014,-1,0,0,-2.666666667,0.153382957,0.856462353,0.006666667,-0.04677201,-3.070722572,1.774479245,-0.025031848
0,0.01177459,10,-0.008789604,0.026666667,9,7744,-0.027621568,-2,0,0,-2,0.342289473,-0.447784593,0,0.070233536,-1.261380656,0.596581197,-0.027633665
0,0.00467279,8,0.000579361,0.033333333,1,7744,-0.020840034,-1,0,1,-3.333333333,0.304084983,0.21932354,0.006666667,0.066936002,0.82063228,0.101373602,-0.020853491
0,-0.038360213,8,-0.022868227,0.026666667,3,-1200,-0.020249378,-1,0,0,-2.666666667,0.117627522,0.03694249,0.006666667,-0.081657754,-1.973623365,-0.582108569,-0.020240458
0,-0.035241721,5,-0.023412598,0.006666667,2,2960,-0.023781458,-1,0,0,-2.666666667,0.032391143,0.606578327,0,-0.065282464,-1.523388465,1.352696271,-0.023835774
0,-0.034967838,6,0.007876118,0.053333333,4,-1856,-0.011803317,-1,0,0,-2,-0.181769231,0.497361992,0,-0.066345423,-3.700921528,1.466344456,-0.011741298
1,-0.01473587,11,0.220133211,0.086666667,10,-640,0.008876406,1,0,0,6,0.022398904,0.786378185,0,0.052999131,-2.334075937,2.134943083,0.008871258
1,0.007578427,8,0.354535094,0.233333333,10,-18784,0.060318776,3,0,0,11.33333333,-0.311942102,-0.225769091,-0.013333333,0.431866927,-2.986317067,-0.465182136,0.059797462
0,0.005618783,9,0.055510659,0.066666667,12,0,-0.017332276,0,0,0,3.333333333,-0.427840914,-1.233037446,0.02,-0.063078359,-2.702965858,-2.349559126,-0.017326288
0,0.004845687,9,0.047467473,0.066666667,11,0,-0.021086448,0,0,0,2.666666667,-0.373548839,-1.124405543,0.013333333,-0.075952177,-2.756146174,-1.783377484,-0.021024283
0,0.008353367,8,0.041513305,0.06,11,0,-0.025044266,0,0,0,2,-0.211330555,-1.352777948,0.02,-0.072183576,-1.162500986,-2.306201858,-0.025038382
0,0.006530936,9,0.063202912,0.066666667,11,0,-0.031630822,0,0,0,2,-0.290968697,-1.260735637,0.013333333,-0.065240522,-2.271902356,-1.756652844,-0.031629514
0,0.01124522,9,0.067060233,0.06,11,0,-0.028858005,0,0,0,2,-0.266539207,-1.554652951,0.02,-0.026273875,-1.542764005,-2.703527943,-0.028857699
0,0.008888722,7,0.028066775,0.053333333,9,-3712,-0.038042982,0,0,0,3.333333333,-0.639360084,-0.499037649,0.006666667,-0.027241556,-5.407305905,-0.628721739,-0.038052034
0,0.023575012,4,0.118648304,0.066666667,8,-21888,0.060353758,0,0,0,-1.333333333,-1.189921726,-0.73223647,0,0.09556864,-6.530772315,-1.16678144,0.05979986
0,0.011429497,5,0.194997457,0.08,9,-20288,0.01666628,1,0,1,8,-1.310447235,-1.075509009,0,0.071111747,-7.644186676,-1.686990321,0.016016588
0,0.002572783,6,0.014544131,0.053333333,8,-4912,-0.027212987,0,0,0,2,-0.582657031,-0.268263708,0.013333333,0.008327406,-5.345934034,-0.55933071,-0.027204904
0,0.023228305,0,-0.003874231,0.026666667,-6,-3914,0.060606977,0,0,1,-3.333333333,-1.638687137,-1.986526449,0,-0.177927893,-6.927209086,-0.17698823,0.062051783
0,0.004356708,0,-0.002354633,0.026666667,-6,-3794,0.036435387,-1,0,1,-2,-1.562535641,-2.098316294,0,-0.061422813,-8.005721797,-0.10545262,0.037473729
0,0.010994083,0,-0.000249011,0.02,-6,-3926,0.041712162,-1,0,1,-3.333333333,-1.74863794,-1.960435522,0,-0.02836195,-10.67379518,-0.387874466,0.033945709
0,0.022954576,0,0.001822935,0.026666667,-6,-4117,0.05530537,-2,0,1,-6.666666667,-1.753300239,-1.923722019,0,-0.116852618,-11.10220799,-0.218257828,0.049938216
0,-0.007229165,2,0.009911961,0.046666667,-5,-4953,0.078190255,0,0,0,4,-1.687085812,-2.105609769,0,0.325977288,-12.15018795,-0.431584907,0.074050213
0,0.066893595,0,0.026546336,0.073333333,-6,-5756,0.135341435,3,0,1,0,-1.918215709,-2.012777545,0,0.489754107,-10.89012659,-0.634366781,0.116140991
0,0.034987136,3,0.06510395,0.08,-5,-5436,0.053167179,0,0,1,-4,-2.013838755,-1.809476721,0,0.047028896,-12.49604606,-0.500248624,0.053705948
0,0.114966285,0,0.244355495,0.173333333,17,-6128,0.080280235,1,0,0,-4,-1.318962691,-1.963840881,0,0.30939316,-4.357721215,-1.170614503,0.077359265
0,-0.027435059,0,0.004400931,-0.053333333,-6,2765,-0.052706575,-4,0,0,-6.666666667,-0.551236856,-0.441523232,0.013333333,-0.11457542,-1.844490756,0.053534836,-0.053027671
0,-0.019848621,2,0.004254406,-0.02,-5,2991,0.017600864,-2,0,0,-6.666666667,-1.900955866,-1.520153919,0,-0.074522293,-14.954095,-1.177584793,0.018074601
0,-0.001421312,9,0.031167874,0.073333333,11,-16304,-0.033085509,-1,0,0,0,-0.883804727,-1.137647142,0.013333333,-7.43E-06,-9.8333611,-1.56543683,-0.033024618
0,0.008453687,8,0.015413167,0.066666667,10,-11072,-0.046254854,0,0,0,5.333333333,-0.795928452,-1.180948183,0.013333333,0.00573534,-8.687752817,-1.477920816,-0.046280316
0,0.006188573,8,0.022639588,0.073333333,10,-12080,-0.043875087,0,0,0,5.333333333,-0.897536841,-0.819828254,0.013333333,0.084156162,-9.341741732,-0.861617735,-0.043911504
0,0.003495156,8,0.026202684,0.073333333,10,-15520,-0.034292608,-1,0,0,-0.666666667,-0.992083617,-0.708825522,0.013333333,0.04559636,-10.46729705,-0.753564321,-0.034068504
0,-0.001273351,8,0.023104,0.073333333,10,-13888,-0.03994398,-1,0,0,0,-0.921762475,-0.786329344,0.013333333,-0.009271028,-9.470346071,-0.824758849,-0.039983693
0,-0.001393303,9,0.023333983,0.073333333,11,-16640,-0.026294096,-1,0,0,-1.333333333,-0.910307585,-1.06220585,0.013333333,-0.029347767,-9.980547326,-1.497897519,-0.026294809
0,-0.001220757,9,0.02700126,0.073333333,11,-15136,-0.034832705,-1,0,0,-0.666666667,-0.864658976,-0.852578763,0.013333333,-0.006769687,-9.59603445,-1.046091399,-0.035137614
0,-0.001194081,8,0.024608336,0.073333333,10,-20128,-0.028441735,-1,0,0,-0.666666667,-0.995238877,-0.804535363,0.013333333,0.090243587,-10.33113156,-0.913576884,-0.028322904
0,0.003397666,10,0.047090863,0.08,12,-3744,-0.04793605,-1,0,0,-0.666666667,-0.763908813,-0.930524423,0.013333333,-0.048195335,-9.0666205,-1.105927609,-0.047938999
0,-0.000949447,13,0.179928084,0.1,15,-8464,-0.050102645,-1,0,0,-0.666666667,-0.78178789,-0.794468731,0.013333333,-0.04763737,-8.860024908,-0.885802075,-0.050054993
0,-9.32E-05,21,0.935786708,0.146666667,23,-9408,-0.053727733,-1,0,0,-0.666666667,-0.740138436,-1.322881536,0.02,0.025762724,-8.347245524,-2.130223923,-0.053770284
0,0.003936388,25,0.893762873,0.186666667,27,-16512,-0.037675897,-1,0,0,0,-0.975151105,-1.050003305,0.013333333,0.05535811,-10.43803222,-1.177560891,-0.037738661
0,-0.001076721,40,0.006337645,0.273333333,41,-14256,-0.040289491,-1,0,0,-1.333333333,-0.784150871,-0.365661229,0.013333333,-0.030853896,-8.30944818,-0.210801731,-0.040287653
0,-0.012481647,12,0.181154072,0.073333333,12,-8560,-0.039303817,-1,0,0,-1.333333333,-0.577042462,-0.560926265,0.013333333,-0.038777565,-6.589749803,-0.421163546,-0.039510273
0,0.024925249,10,0.252370875,0.093333333,11,-24864,0.029560705,2,0,0,-6,-0.948877708,-0.260140412,0,0.297162545,-8.013053495,-0.243569559,0.030104795
1,0.090029994,9,0.107422003,0.213333333,9,-27184,0.033858547,5,0,0,6,-0.851341098,-0.505541759,0,0.834548468,-7.668932824,0.667738621,0.032389509
0,0.013119319,9,0.064673048,0.08,8,-27584,-0.017115734,1,0,0,-2,-0.742300858,-0.274536317,0,0.519069094,-8.019812917,0.695824857,-0.014569826
0,0.016995087,10,0.071060517,0.08,9,-27408,-0.01774582,1,0,0,-6,-0.789715459,-0.020055955,0,0.498461157,-7.020372074,1.058972697,-0.019811214
0,0.05391411,11,0.130782359,0.133333333,11,-28080,-0.016778218,2,0,0,-6,-0.872289254,0.005222786,0,0.581946209,-5.917897079,0.918820699,-0.01516242
1,0.051982199,13,0.142802999,0.153333333,12,-28848,-0.00238553,3,0,0,2,-0.739764153,-0.156296963,0,0.687628838,-4.820028872,0.58873265,-0.00276744
0,0.00306191,10,0.033193844,0.06,11,-544,-0.028464796,1,0,0,6.666666667,-0.135782906,0.034561149,0.013333333,0.122558305,0.000702493,0.58228232,-0.028461876
0,0.007957236,11,0.069229481,0.066666667,8,-1232,-0.018881326,1,0,0,6,-0.308701116,-0.818183888,0.006666667,0.007413891,-1.767915984,-1.267668185,-0.018840628
0,-0.004786162,10,0.022442932,0.053333333,8,-3552,-0.011723564,0,0,0,4,-0.224408326,-0.676558482,0.013333333,0.069689901,-2.602050485,-1.17734949,-0.01127539
0,0.00089624,10,0.026515899,0.06,10,-1264,-0.030385028,1,0,0,6,-0.234314428,-0.160152228,0.013333333,0.068561171,-2.344987298,1.230241891,-0.030382045
0,-0.003705502,8,0.095143918,0.06,10,-6656,0.021168681,1,0,0,8,-0.636357718,0.04939248,0,0.003150881,-5.793499716,0.156902697,0.021148988
0,-0.011936084,10,0.136856293,0.08,13,-4096,0.012240181,0,0,1,4,-0.706135916,-1.033239452,0.013333333,-0.002819286,-5.411863812,-0.45643578,0.012242418
0,-0.020857665,9,0.239447106,0.08,11,2112,0.037272149,0,0,0,7.333333333,-1.161452419,-0.719625754,-0.006666667,-0.026419201,-7.730403472,-0.750774281,0.037277641
0,-0.005093926,18,0.948296934,0.133333333,21,2112,-0.002348318,0,0,0,5.333333333,-0.605059891,-1.628546686,0.006666667,-0.0245628,-4.680569296,-2.47735397,-0.001966195
0,-0.012834746,19,0.942022171,0.14,22,2112,0.024710528,0,0,0,4.666666667,-0.573709945,-1.584078104,0.006666667,-0.067691381,-2.31743066,-2.932113701,0.024711432
0,-0.009393528,12,0.374791332,0.106666667,15,-8688,0.061740162,0,0,0,8,-1.338055881,-0.512053443,-0.006666667,0.093857014,-9.180383205,-0.745655326,0.061887934
0,-0.010159161,21,0.930303693,0.146666667,23,-6960,0.037569798,0,0,0,6.666666667,-0.888822281,-0.657803726,-0.006666667,-0.047381114,-4.394656415,-0.821847873,0.037569237
0,-0.012151292,25,0.717853288,0.173333333,28,-13216,0.040995994,1,0,0,7.333333333,-0.838764671,-1.309239402,-0.006666667,-0.113075772,-4.413867585,-2.019900712,0.040997337
0,0.072746601,5,0.159538796,0.093333333,-2,-11688,0.046856893,0,0,1,2,-0.631848208,-1.463198744,-0.013333333,0.371718396,-4.137288898,-1.350244775,0.039584118
